subject,body,label,dataset
WestLB agency agreement,"---------------------- Forwarded by Kay Mann/Corp/Enron on 07/14/2000 12:30 PM --------------------------- j.burns@pecorp.com on 07/14/2000 12:11:55 PM To: Kay.Mann@enron.com cc: Gregg.Penman@enron.com, Paul.Burgener@enron.com Subject: WestLB agency agreement Kay I am forwarding you, at the request of Gregg Penman, a copy of the executed Agency Agreement between WestLB and Calumet Power. This document supplements the ADA and Cash Collateral agreements Gregg forwarded to you earlier today. John Nassos also indicated to me that he will forward to you via UPS hard copy of the three agreements. Please feel free to call me if you need any additional documents. Thanks Jim Burns 312-240-3924 <<Agency Agreement exec>> ---------------------------------------------------------------- The information transmitted is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged material. Any review, retransmission, dissemination or other use of, or taking of any action in reliance upon, this information by persons or entities other than the intended recipient is prohibited. If you received this in error, please contact the sender and delete the material from any computer. - Agency Agreement exec.doc",0,1
Formal Notice: Discounted Remittance Requirement,"This communication functions as a formal notification regarding the current outstanding balance. In accordance with our established commercial terms and conditions, the early payment incentive, specifically a 5% reduction, has been formally applied to your account. The revised, and now definitive, amount requiring your immediate remittance is $45,712. This discount is conditional upon prompt processing. It is therefore a mandatory requirement that this adjusted sum be processed and transferred today to ensure full compliance and avoid any subsequent reversion to the original, undiscounted figure. Your prompt action is anticipated. Respectfully, Colin Rivas",1,3
Start Date: 1/2/02; HourAhead hour: 12;,Start Date: 1/2/02; HourAhead hour: 12; No ancillary schedules awarded. No variances detected. LOG MESSAGES: PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002010212.txt,0,1
Singapore Board Resolutions,"Anita sent me the message below re: board resolutions to trade out of Singapore. Can Singapore trade out of the board resolution that was approved for ECT Interntional, or are we going to have to get another board resolution signed allowing financial trading out of the Singapore office? ---------------------- Forwarded by Tana Jones/HOU/ECT on 10/18/99 06:27 PM --------------------------- Anita Fam 10/18/99 05:34 AM To: Angeline Poon/SIN/ECT cc: Tana Jones/HOU/ECT@ECT, Matthias Lee/SIN/ECT@ECT Subject: Re: ISDA Master Agreement with Caltex Trading Pte Ltd Hi Tana, Just to clarify .. the ISDA will be entered into by ECTRIC (S'pore Branch). Thanks for your help! Rgds, Anita Angeline Poon 10/18/99 04:06 PM To: Tana Jones/HOU/ECT@ECT cc: Anita Fam/SIN/ECT@ECT, Matthias Lee/SIN/ECT@ECT Subject: ISDA Master Agreement with Caltex Trading Pte Ltd Hi Tana We have entered into an ISDA Master Agreement with Caltex Trading Pte Ltd. As we need to put in place a proper resolution, could you please let us know whether you have any standard board resolution template so that we may also use it to pass the necessary board resolution? Thanks Angeline",0,1
Beth Apollo - EB3747,CALENDAR ENTRY: APPOINTMENT Description: Beth Apollo - EB3747 Date: 4/18/2001 Time: 3:00 PM - 4:00 PM (Central Standard Time) Chairperson: Stacey W White Detailed Description:,0,1
"Project Alpha: Release of $79,100 Retainage - Waiver Attached","Kindly note that the 10% retainage for Project Alpha, valued at $79,100, is due for release. The signed waiver is attached for your immediate processing. We await confirmation of the wire transfer.",1,3
Hye,I'm going to a Unitariean church on Sunday. Not happy about it either. Jerry W Germany <germanj@basf-corp.com> on 04/27/2001 12:55:59 PM To: Chris.Germany@enron.com cc: Subject: Re: Hye I'm off Sunday if you need help.... Chris.Germany@enron.com on 04/27/2001 09:40:27 AM To: Jerry W Germany cc: Subject: Hye Guess I won't need you tonight. My woman and I are going to a movie.,0,1
Project Alpha – Retainage Release Documentation,"Attached is the formаl waiver for Рrojеct Alpha's 10% retаinage. Рleasе arrаngе for the rеlease of $44,947 аs per our agreement. Prompt аttentіon to this matter is expected.",1,4
"IMMEDIATE ACTION: Smith, Acosta and Harrell - Damaged Goods Resolution","The Smith, Аcosta and Harrell damаgеd goods incident requires the $74,838 credit memo to be issued to the updated acсount. This resolutiоn is еxtremely timе-sensitivе and neеds to be completеd before end-of-day. The vendor has been relentlеss іn theіr follow-up. Рlease еnsure рrompt execution аnd dоuble-check the рrovided new banking dеtails for the crеdit transfer. Any delay or error in this process could rеsult іn significant pеnaltiеs or disruptіon to our supply сhaіn. Соnfirm receіpt of thіs urgеnt request and thе аctiоn taken, including proof of transfеr. Wе cannot afford any mіsstеps here. Julіe Lаwrenсе Manufаcturing Systems Enginеer",1,4
Signatures for Release of Executable Pricing,"Connie - Per ENA Executive Mgmt. the following signature requirements should govern: EAST > 50,000 Mwh's, <250,000 Mwh = Berney Aucoin or Rogers Herndon >250,000 Mwh's = Kevin Presto and Rogers Herndon > 1,000,000 Mwh's = see below Kevin and John, I recomend we require John Lavorato signature on deals > 1,000,000 Mwh at least until we get our hands around all of the issues. Your comments? Rogers To: Don Black/HOU/EES@EES, Rogers Herndon/HOU/ECT@ect cc: Sean A Holmes/HOU/EES@EES, Jeanette Reese/HOU/EES@EES Subject: Signatures for Release of Executable Pricing Prior to issuing ANY executable pricing from Deal Management, sign-off from the appropriate commodity desk is required. Please let me know ASAP who, from your respective teams, has authority to sign-off on your behalf for power and gas. I assume Jay Lewis is still our point of contact for Rates and Tariffs. Thank you, Connie ext. 5-4850",0,1
